C_CUSTKEY	C_NAME	C_ADDRESS	C_NATIONKEY	C_PHONE	C_ACCTBAL	C_MKTSEGMENT	C_COMMENT
10647	Customer#000010647	80UZUyDfGNptsmVm1	0	10-128-986-2489	9209.45	AUTOMOBILE	furiously bold packages above the final, special accounts wake slyly across the special, unusual accounts. pendi
10648	Customer#000010648	T0sN,IMEqmP7TgMa7	20	30-926-410-8409	264.57	MACHINERY 	pending instructions snooze blithely. even, pending requests unwind around
10649	Customer#000010649	YNG619Lfn22dEEBeks32tE,0mfAravN2	0	10-927-902-8166	508.39	HOUSEHOLD 	multipliers wake blithely. pending requests among the quickly special instructions boost above the furiously even
10650	Customer#000010650	f3UkIRM,h9mDR3lkhr,BUCuiq4pVC	11	21-336-888-7188	6403.42	FURNITURE 	slyly ironic ideas cajole quickly above the regular instructions. slyly bold packages haggle carefull
10651	Customer#000010651	T8EgBlQozsNhp	15	25-273-501-9562	7285.25	FURNITURE 	pending, regular deposits run slyly. slyly ironic courts sleep
10652	Customer#000010652	7,5X5RcX7DW7giYphg8	12	22-834-339-8692	282.48	HOUSEHOLD 	blithely special foxes cajole regularly regular deposits. special, pending deposits maintain carefully
10653	Customer#000010653	Oejuw6KfcQvVnTyaCZf2qPq3NfWSSvfuz,9m6n	2	12-185-702-4393	4601.83	HOUSEHOLD 	bold, even accounts boost carefully regular accounts! final packages across the ironic packages sleep according to 
10654	Customer#000010654	DpQePXWpEz6c8qeWlusKHjc ue35sNJQfN	12	22-702-993-5698	-7.83	MACHINERY 	blithely final theodolites engage carefully. slyly express accounts cajole sl
10655	Customer#000010655	N,9Eho4b0fOiB	5	15-926-333-9824	9357.35	FURNITURE 	quickly final packages cajole thinly silent, special theodolites! pending, final f
10656	Customer#000010656	ScYFmrCTIFOSSJSPtriRMJMFxE7KEDNHXkDVdj	14	24-153-760-6361	51.4	FURNITURE 	furiously ironic deposits boost carefully quickly regular deposits. slyly ironic packages sleep furious
10657	Customer#000010657	tmWpF4F2MZWYOL0Wb6viiixh NT4XP	3	13-740-565-8398	3749.76	HOUSEHOLD 	quickly even packages boost. finally regular excuses around the regular foxes eat against the express, even d
10658	Customer#000010658	AEBnbh4IBz7iV49BWCADQ4gpL,mx	6	16-495-374-8728	1238.3	BUILDING  	even, even platelets of the exp
10659	Customer#000010659	oPOTGoxZKjz7Gbsz	5	15-766-943-7925	9025.36	HOUSEHOLD 	foxes across the enticingly silent accounts x-ray quickly according to the carefully regular accounts. final, pen
10660	Customer#000010660	dMIOPZQjTTTq,ybxXDXhEvF b8pnj	20	30-569-955-8528	8340.2	MACHINERY 	quickly permanent deposits wake around the final depths. fluffily regular excuses at the pains 
10661	Customer#000010661	0fD40z2Sx,4MWXk8UfOdUXwidIPkbU84q9dz	15	25-750-900-7291	9831.51	MACHINERY 	enticing deposits affix furiously along the silent accounts. quickly pending instructions wake slyly 
10662	Customer#000010662	KZxozDFu3,sHbFFi12AG5PtQ9W	10	20-407-406-1160	5274.12	HOUSEHOLD 	fluffily ironic deposits wake blithely according to the pending, 
10663	Customer#000010663	HcBH OZczWYUZ	22	32-456-586-4124	2093.86	FURNITURE 	quietly pending excuses haggle after the carefully final deposit
10664	Customer#000010664	Ueg7Oj0RSQPD77sMyGBhofOP4fJ8X5JFxm	3	13-728-371-5313	482.51	FURNITURE 	regular ideas cajole quickly about the slyly even pint
10665	Customer#000010665	,cf8qpzngEAbep9xM0rZTdbDC8WCp	18	28-435-304-4701	422.8	AUTOMOBILE	regular packages use blithely since the c
10666	Customer#000010666	sbtTHzWzRtZqClz,kqz1iHVmV6s0fo5qgXcj	4	14-481-394-4041	8894.1	HOUSEHOLD 	ironically express orbits might doze quickly above the carefully unusual dolphins. quickly sil
10667	Customer#000010667	6dBbb0OPtii UjmttAN3RGl	23	33-615-909-3510	2154.18	MACHINERY 	carefully special instructions about the regular packages hinder among the blithely final foxe
10668	Customer#000010668	OWgtxrf6ac6hVHKetuUV5YaIbu	2	12-171-596-7619	2341.23	MACHINERY 	instructions hinder blithely about the
10669	Customer#000010669	omNiYNKf gSe9zuB5qdvASKYUb	7	17-179-848-3006	20.82	HOUSEHOLD 	fluffily pending requests alongside of the even, even foxes affix across the bold deposits. final, silent packages a
10670	Customer#000010670	i0oyDR6Mdr9	11	21-261-141-6019	6927.42	HOUSEHOLD 	regular, bold courts nag slyly; furiously pending ideas snooze furiously. carefully bold pack
10671	Customer#000010671	y4qECt7pYFxAOewETYcgDMxfYrRHJTfq54	24	34-939-159-4907	3242.37	AUTOMOBILE	asymptotes cajole furiously unusual packages. even foxes about the furiously bold theodolites sleep
10672	Customer#000010672	UnYbH6hcyT	14	24-866-939-7096	9444.05	BUILDING  	packages cajole blithely. silent theodolites hang. furiously re
10673	Customer#000010673	JpOHcOlAJ9shWfD2stmJ1IGccmSTDmgqaIbuPM8	21	31-480-617-3641	5154.87	HOUSEHOLD 	carefully final ideas wake slyly across the pending, even pinto beans-- slyly silent excuses should wake sly
10674	Customer#000010674	 aBtQluvhKcSiwq	8	18-528-762-6100	-38.27	BUILDING  	express theodolites according to the busy packages use past the furiously final ideas. express excuses detect fluffi
10675	Customer#000010675	e8SBHtEcnhHrmVy940p9tCYv4CR1JAz2EDqGDqMB	5	15-255-768-8091	3750.2	BUILDING  	regular packages sleep against the carefully bold deposits. unusual deposits doz
10676	Customer#000010676	rNRgQsVNzt75dfzYNQOISbnP8k	19	29-507-413-3903	8642.55	HOUSEHOLD 	even foxes after the furiously special co
10677	Customer#000010677	jyXqOuegfEBU6J 	12	22-347-654-5098	9454.44	FURNITURE 	furiously pending platelets sleep. carefully regular p
10678	Customer#000010678	ky6zgRgr9NcQxm9	11	21-497-170-8569	3844.95	MACHINERY 	final, final pinto beans above the special requests sleep boldly carefully ironic ideas.
10679	Customer#000010679	9DGcTc0Tka	8	18-967-284-5725	6127.22	BUILDING  	fluffily express packages across the bold ideas need to thras
10680	Customer#000010680	z8LcMZ0kPbKJ8PmRwAwlKIi	6	16-240-458-9707	7243.34	FURNITURE 	furiously sly packages haggle carefully final deposits. quickly bold packages sleep silently express as
10681	Customer#000010681	TbiVXvlFYIUqKTrF YHhkKxtRl	5	15-527-232-4604	-64.56	BUILDING  	regular, unusual deposits sleep furiously 
10682	Customer#000010682	VLdhieJyQBVFmMRritTq0xdjwZ5k2lE4FFi,dC	11	21-605-262-5583	1794.39	HOUSEHOLD 	ironic requests wake final, final accounts. even, bold dinos during the ironic packages maintain above the blithely 
10683	Customer#000010683	rd1ZDVVDKR4,2zodvW rU0X1,L	17	27-202-125-6875	5250.02	HOUSEHOLD 	quickly special decoys along the blithely fluffy theodolites use slyly across th
10684	Customer#000010684	 BhKVaIASkk1Nei,9OMCId2M60KqXRrmHgPoPOJ	3	13-151-447-6959	4127.59	AUTOMOBILE	blithely regular accounts against the slyly unusual instructions are according 
10685	Customer#000010685	P0Zi27p5r3HY0	5	15-535-687-7591	4323.47	MACHINERY 	regular foxes according to the slyly ironic fray
10686	Customer#000010686	2BKtCU GYOLoyZabQdTHb	11	21-704-356-2000	7617.67	BUILDING  	carefully final excuses boost slyly above the blithely regular packages. carefully 
10687	Customer#000010687	TQnGtJZ32ECK8zs3yddfrq smdjluDFa	0	10-705-702-7489	-809.72	AUTOMOBILE	blithely even accounts cajole blithely about the dependencies. bold deposits about the pending pains o
10688	Customer#000010688	AA32LvOZWGKD1FkJQJjDsisMl8tFWFFP5aqZO5,f	22	32-907-728-8487	6988.56	AUTOMOBILE	carefully unusual deposits wake
10689	Customer#000010689	l if7ni0l06ghZbDEl dCsyM1765dTZ45QNMqr8h	8	18-809-162-6777	7740.68	FURNITURE 	slyly bold requests integrate furiously. ideas about the 
10690	Customer#000010690	0MdW5S,Xr1	13	23-102-164-3822	9679.27	BUILDING  	ironic asymptotes cajole carefully among the furiously expres
10691	Customer#000010691	PbzJNaBLpub7ODZCju6cjXI0TUdOw4IU2F1e	0	10-648-786-1096	9497.98	MACHINERY 	regular, pending deposits cajole quickly alongsi
10692	Customer#000010692	dP6dnWFOTN4hc9 ,PhPEUuLQvt5	21	31-236-332-9810	9574.92	HOUSEHOLD 	even requests integrate across th
10693	Customer#000010693	1RgUcMnnRhcBwOrLb9QOjhHZ8qwJr7wkXh2AtCSQ	5	15-399-835-5336	4742.44	FURNITURE 	slyly express pinto beans according to the quickly even excuses integrate slyly alongside of the accoun
10694	Customer#000010694	fjgaNtDDZyQokwJqy3aE,F,Bf8zKq9BmI	18	28-642-361-2361	9153.6	AUTOMOBILE	quickly regular pinto beans thrash daringly after the
10695	Customer#000010695	aZJeeHa1h,1 r9e2pbA	5	15-203-893-1377	7622.72	HOUSEHOLD 	unusual foxes above the fluffil
10696	Customer#000010696	KC77V rjyzzgFs5dvttEHwHFSrJUeIFabp Fvo3	6	16-696-467-2572	7130.86	MACHINERY 	fluffily regular foxes boost blithely after the regular foxes. ironic, sly instructions run against the quickly iro
10697	Customer#000010697	tMWHO9qQ4tREyAwawnKy5BX45SJK4mwnUiTI4anF	8	18-874-453-2866	1440.12	HOUSEHOLD 	regular, special foxes promise. enticing, unusual packages past the regular, regular packages eat
10698	Customer#000010698	MOy4ug37hW3lBiaEovfqyEZVpje9qfU	4	14-516-510-5114	2019.95	MACHINERY 	pending, special theodolites haggle carefully along th
10699	Customer#000010699	,8cJXGhbR5VWbbmfztGjetetVSTo,g5jVwRiKA	13	23-105-753-8764	1268.26	MACHINERY 	packages wake furiously carefully unusual instructions. quickly final warhorses wake blithely ev
10700	Customer#000010700	bZPApCDKUsueec05yQG9ks4SmOOAKnc	21	31-474-859-9168	6519.82	MACHINERY 	carefully brave pinto beans nag final dolphins. slyly unusu
10701	Customer#000010701	3Y6ACKH852CGpKiWM91uXOh	18	28-813-686-9791	5650.92	BUILDING  	slyly ironic packages haggle. regular, express instructions against the even pinto beans haggle furiou
10702	Customer#000010702	h4ciFPvOue6G	21	31-206-893-6009	9983.92	AUTOMOBILE	fluffily unusual deposits haggle. final dolphins alongside of the brave tithes are furiously furiously regular fo
10703	Customer#000010703	5pPSmooyvsvVGYtMp8	17	27-137-497-2778	3820.46	HOUSEHOLD 	blithely ruthless ideas above th
10704	Customer#000010704	ktQqkvixcjGGUUX vUq9FO	22	32-666-724-5206	1465.21	FURNITURE 	close courts boost furiously atop 
10705	Customer#000010705	S60Nwul8VF1eYy7OPEVHDiAYuB2YbZs5PaQ	18	28-374-903-6503	5771.2	AUTOMOBILE	sometimes special accounts are according to the thinly regular pinto beans. blithely unusual
10706	Customer#000010706	UPhaip3lf9	22	32-217-108-3818	7575.38	MACHINERY 	slyly final ideas cajole evenly slyly even sauternes. final theod
10707	Customer#000010707	cTwCAcx2GGCH	7	17-814-501-4868	3391.3	BUILDING  	bold deposits boost regular deposits. theodolites about the slyly even requests wake furiously regular pac
10708	Customer#000010708	AbvqDbMoN3T0l6A	22	32-431-769-6698	4533.17	AUTOMOBILE	fluffily special asymptotes haggle 
10709	Customer#000010709	fN,FPCBuk7ck	6	16-246-545-3226	1060.61	HOUSEHOLD 	slyly ironic realms use bravely after the packages. regular asymptotes hang blithely express
10710	Customer#000010710	eGHXJ 69T5ptmuqg3,roBdIatpG9CBaZwuO7	19	29-673-984-5419	3619.15	MACHINERY 	quickly unusual braids integrate blithely blithely regular deposits. special, caref
10711	Customer#000010711	e3VJ63sxe8qAaKt 8 4daV0IE3CA9	4	14-529-725-9738	5983.81	BUILDING  	furious, final patterns cajole furiously blithely special asymptotes. even ideas sleep carefully instructions-- spe
10712	Customer#000010712	3H2hBKfVo5q7TCgmot1opCyaCjzl81	6	16-921-596-6763	5992.97	AUTOMOBILE	enticingly final accounts are fluffily ruthlessly silent notornis. iro
10713	Customer#000010713	S,hDwS0meNYbURkGCLzr9,ZPbtEQ871an0	20	30-831-616-9331	5865.53	FURNITURE 	idly even packages haggle blithely across th
10714	Customer#000010714	brsIK,0x37 G7jHyi0	9	19-914-216-9461	8906.04	AUTOMOBILE	furiously ironic waters according to the packages use blithely blithe foxes. unusual, pendi
10715	Customer#000010715	 ceeakg1NsEDvCjD8B DkgyqywSDpBHX3WmfKN	24	34-959-377-4488	4934.97	FURNITURE 	furiously even deposits cajole blithely. fluffily ironic instructions sleep carefully blithely unusual 
10716	Customer#000010716	beoL1ICID7OBj kGZIoaewzixfVuEfEibP	19	29-736-190-4105	110.3	BUILDING  	ironic foxes affix fluffily. special pinto
10717	Customer#000010717	5RMZQc3JjUBR6yEM3DQW1INF,XwbEZvBPeLg	19	29-887-254-5361	3687.33	MACHINERY 	carefully final orbits about the regularly bold theo
10718	Customer#000010718	aLO6XP6E0wMXTF83OphSD3F	16	26-373-273-2456	7954.54	HOUSEHOLD 	asymptotes cajole slyly against the express war
10719	Customer#000010719	nJtxBLAT4uF	12	22-255-756-8096	6992.3	MACHINERY 	slyly final Tiresias wake furiously stealth
10720	Customer#000010720	6CWn1TkjCOrxc4m8wpPCZv0lMpM8R3xtuUYP0pJ	17	27-915-743-6161	4555.87	BUILDING  	accounts haggle furiously regular packages. requests u
10721	Customer#000010721	sqG5PDmGb,Iw2BjlJotFktG7bq,qAd7qYiu	13	23-967-236-2311	8462.99	MACHINERY 	regular pains believe among the Tiresias. quickly clo
10722	Customer#000010722	Z0ht3AtjvVXgVKNpxQI3gIf2VxTO	3	13-730-357-6884	5596.42	HOUSEHOLD 	quickly express theodolites according to the blithely final ideas cajole slyly carefully unusual requests. 
10723	Customer#000010723	6c4mWPJ1BvVjEgWlnDggzB2o,	4	14-632-111-4385	7105.5	HOUSEHOLD 	carefully unusual pains haggle against the final foxes; silent requests must have to wake blithely according 
10724	Customer#000010724	g7DtLAn5hPbqLoNNyDg3SW37	5	15-472-274-4654	4202.8	HOUSEHOLD 	unusual dependencies sleep furiously after the qu
10725	Customer#000010725	4MqgjEQ8AXZqZOXg9sdQkKZpsb UFFEl7OCmg3	15	25-437-121-8464	3384.2	AUTOMOBILE	fluffily express pinto beans detect quickly blithely unusual pinto beans. slyly regular instr
10726	Customer#000010726	NZVYm, Ubv5puYIK79TFksdzYS	6	16-936-120-4941	6181.7	HOUSEHOLD 	furiously regular ideas haggle alongside 
10727	Customer#000010727	hsoH6OZ 6Mex pRycd5QlulcFMHcr	10	20-993-267-1240	9840.59	HOUSEHOLD 	regular requests believe carefully. thinly slow deposits cajole carefully. furiously regular dolphins among the pack
10728	Customer#000010728	gXYtsS4oQ1,7y5D2Yr45lvR8	1	11-947-567-7362	3926.52	AUTOMOBILE	pending, final accounts hang foxes. even requests nag furio
10729	Customer#000010729	2B5oUl64A zXon1Qa2oAHID	3	13-795-922-5531	1998.6	HOUSEHOLD 	idle packages boost quickly furiously final ideas. slyly even packages above th
10730	Customer#000010730	0DI4C xwE6i,bsZu9l	1	11-687-455-3362	5374.88	BUILDING  	furiously ironic deposits boost blithely. slyly even pinto beans sl
10731	Customer#000010731	HlczxmniYwJiKxZ1GsaeoIyKpRCR	19	29-807-606-5821	1666.6	FURNITURE 	regular requests x-ray slyly ironic accounts. bold, ironic depths use carefully. special, regular pint
10732	Customer#000010732	ECOVTuMJ9rpJYpoIiuwaHU,NlXS2G3wJG,spaY	10	20-162-462-5613	2460.53	FURNITURE 	carefully unusual escapades dazzle requests. furiously final a
10733	Customer#000010733	nnozehLqjI1qTm633PRy3d	10	20-842-706-2318	3027.37	BUILDING  	unusual attainments need to cajole silently quickly ironic foxes-- furiously final packages about the
10734	Customer#000010734	VOgD2s6ImrUnPtC74G 7dj0EK4mLdUezKibq5	15	25-898-724-4746	3982.18	BUILDING  	bold tithes according to the carefully ruthless accounts cajole carefully i
10735	Customer#000010735	Xsu9AbmZrrInKhfa3RJWmJROaiB2	12	22-801-188-9089	2538.44	BUILDING  	packages nod quickly. slyly unusu
10736	Customer#000010736	Vh6Cm8Z4yQqh	17	27-541-811-2991	3487	FURNITURE 	final deposits cajole quickly carefully even patterns. furiously un
10737	Customer#000010737	IITAQMGCgLALlAsBT4Qh9xBl93f5R7lBJob AfQ	7	17-336-945-2564	6949.23	HOUSEHOLD 	regular, even requests maintain quickly around the regular foxes. slyly final foxes h
10738	Customer#000010738	JhvbtjXy2PL56B8ibc9cBU s1xBcuSDi	8	18-135-212-9884	6828.74	AUTOMOBILE	fluffily special instructions cajole quickly final platelets. express excuses along the carefully silent
10739	Customer#000010739	5K4c8znAKqVr9Z5	13	23-215-637-5602	5681.51	MACHINERY 	final, bold accounts haggle slyly around the pending fox
10740	Customer#000010740	cBBDRO2PKwZu9cHR,weFXdrW9EoCDkJq	10	20-347-204-7922	7152.77	HOUSEHOLD 	regular requests above the quickly regular accounts haggle quickly alo
10741	Customer#000010741	c,0XzsGeCAXfL,wFiBn6ntG8vB,Ecw	17	27-608-396-4560	6651.96	AUTOMOBILE	fluffy, express pinto beans integrate 
10742	Customer#000010742	1zfQ28uN5HKq29 cLSp1Uud0MZGFkJx20mQgik  	4	14-414-936-4842	4472.17	AUTOMOBILE	ironic, final packages are fluffily
10743	Customer#000010743	vEB3zxgnq7	13	23-349-720-6481	9691.12	FURNITURE 	ruthlessly express packages affix slyly express deposits. daring, unusual excuses sleep caref
10744	Customer#000010744	3DfPwSGsOSq ,MCSNJHUjUG	21	31-272-309-8673	-285.39	AUTOMOBILE	slyly quick accounts cajole. furiously iro
10745	Customer#000010745	VjygNa8pykX	21	31-782-883-9130	8333.18	FURNITURE 	blithely blithe requests cajole about the fluffily final foxes. ironic accounts after the quickly 
10746	Customer#000010746	6zu4osCeN,lBksvIeqA6El9bagg	18	28-919-319-9868	1884.86	FURNITURE 	instructions shall sleep. slyly regular accounts detect regularl
10747	Customer#000010747	nCdM7FlpJcq	17	27-952-865-5510	7824	AUTOMOBILE	silent deposits cajole furiously ideas. permanently ironic accounts are furio
10748	Customer#000010748	kBup74qtNOpSB88Djqmcr3mmht4pU21rsBI 	1	11-983-720-8830	2045.36	AUTOMOBILE	carefully ironic pains after 
10749	Customer#000010749	,POAJoAsdbllpd	10	20-535-805-1670	-721.33	FURNITURE 	carefully even deposits cajole slyly blit
10750	Customer#000010750	OFTkbJ7GIpcKPmE 6hOD3Af	12	22-427-592-6624	7458.28	FURNITURE 	special requests integrate slyly according to the never even asymptotes. blithely special theodolites grow aft
10751	Customer#000010751	e2VZ7CSqVoAi0BlzrdmKbyXwMHlKT2soBn2D	3	13-920-912-7927	4431.2	AUTOMOBILE	close foxes use special, regular theodolites? carefully pendi
10752	Customer#000010752	dDr4ZZEqOY,g1	5	15-634-367-4304	3123.18	BUILDING  	final packages cajole slyly pinto beans. pinto beans wake carefully about the carefully unusual platelets.
10753	Customer#000010753	p9QPR7JNLG	11	21-706-755-2232	8292.57	HOUSEHOLD 	blithely even accounts was slyly according 
10754	Customer#000010754	9CIc4wJYtBQtWX6Ygi FdnxTu,ij1	24	34-789-464-5462	1238.97	BUILDING  	furiously even dependencies m
10755	Customer#000010755	1Kd,qHzPKeuf	7	17-954-111-7348	9283.96	BUILDING  	furiously express notornis nod furiously. exp
10756	Customer#000010756	8i8AhmgcyIe	5	15-904-958-3075	9630.72	BUILDING  	bold dolphins wake slyly. blithely even deposits along the busy exc
10757	Customer#000010757	ivqigNa9FjwQHdwjAkUI9TbcDmf13o95xV	10	20-608-502-5733	7600.94	HOUSEHOLD 	even theodolites about the unusual, regular foxes cajole according to the bold requests. slyly pending pe
10758	Customer#000010758	cAryldr1U4FUcAqQSSuvBX y xzxkPanQ	0	10-981-306-6590	4045.45	AUTOMOBILE	carefully final packages sleep furiously about the furiously iro
10759	Customer#000010759	GX4nVEPok2sXA2TKc	4	14-180-854-4862	9804.93	BUILDING  	even packages grow blithely. regular, bold foxes sleep quickly quickly bold deposits. bo
10760	Customer#000010760	sJuGcueMhJW3emXu	10	20-140-204-9073	9563.11	BUILDING  	even dependencies use slyly pending platelets.
